,timestamp,open_spot,open_perp,high_spot,high_perp,low_spot,low_perp,close_spot,close_perp,volume_spot,volume_perp,buy_volume_spot,buy_volume_perp,trades_spot,trades_perp,buy_trades_spot,buy_trades_perp,open_interest,funding_rate
0,2024-07-21 00:00:00.000000 +00:00,67139.97,67095.6,67186.12,67149.4,67063.5,67016.9,67102.0,67057.0,3083345.0234671,47287607.6857,1820982.8857509,16322037.1041,3406,8900,1478,3219,195151.3836488343,-5.496e-05
1,2024-07-21 00:05:00.000000 +00:00,67102.0,67056.9,67123.11,67086.5,67092.31,67045.7,67114.02,67070.3,1606322.1638442,11331377.3833,743789.2629431,5625256.4616,2218,3390,1037,1304,195167.35033819056,-5.565e-05
2,2024-07-21 00:10:00.000000 +00:00,67114.01,67070.2,67216.0,67184.1,67100.01,67057.5,67216.0,67181.5,2497386.2406615,13764709.783,1797316.6444233,9394782.862,2450,3850,1601,2386,195110.2135418142,-5.708e-05
3,2024-07-21 00:15:00.000000 +00:00,67216.0,67181.5,67322.0,67290.9,67215.99,67177.6,67290.07,67251.8,4106298.6583196,43312826.6567,2657966.1925944,26113002.3956,13109,10353,3892,5881,194923.72915647607,-5.611e-05
4,2024-07-21 00:20:00.000000 +00:00,67290.07,67251.8,67290.07,67251.9,67193.0,67148.9,67193.01,67149.0,2144302.7246187,16369126.8492,608910.940264,4291685.2173999995,2263,4087,722,1265,195042.87887571237,-5.688e-05
5,2024-07-21 00:25:00.000000 +00:00,67193.0,67148.9,67206.0,67166.9,67180.0,67134.4,67180.0,67139.1,2504869.1559944,10090276.0129,1156351.9450432,3433735.3605,1995,3091,1011,1181,195111.04395272263,-5.854e-05
6,2024-07-21 00:30:00.000000 +00:00,67180.01,67139.1,67180.01,67140.0,67120.0,67071.7,67120.0,67078.8,1704441.4594234,14521165.7391,751840.2561134,3603010.9707,2356,4523,915,1579,195196.5558940303,-6.005e-05
7,2024-07-21 00:35:00.000000 +00:00,67120.01,67078.9,67120.01,67078.9,67043.99,67001.7,67044.0,67001.8,1981005.3622641,18407092.3028,511812.0185917,6850212.6943,2746,4820,837,1546,195217.55258299777,-6.212e-05
8,2024-07-21 00:40:00.000000 +00:00,67044.0,67001.8,67053.23,67017.8,66962.0,66918.4,66985.01,66942.1,2976623.1591909,39764714.8055,1830471.8714706,16533979.5018,3274,6871,1208,2608,195196.3129616299,-6.459e-05
9,2024-07-21 00:45:00.000000 +00:00,66985.0,66942.0,67085.08,67037.9,66966.0,66918.5,67027.46,66986.3,9594813.3398401,35535648.9977,7729182.4950497,23649799.8324,3784,6502,1989,3779,195090.18852083577,-6.627e-05
10,2024-07-21 00:50:00.000000 +00:00,67027.47,66986.3,67036.01,67000.0,67002.01,66956.9,67032.0,66996.1,1389380.0358566,13151357.7698,417924.7078027,7498112.7425,3826,3230,815,1672,195117.0624354353,-6.792e-05
11,2024-07-21 00:55:00.000000 +00:00,67032.0,66996.0,67075.0,67040.0,67016.0,66971.5,67066.02,67026.5,1820393.1814203,13032238.1545,1046253.0492818,8334371.7651,2046,3640,1010,1994,195106.26763149473,-6.897e-05
12,2024-07-21 01:00:00.000000 +00:00,67066.02,67026.5,67074.0,67040.0,67042.51,66997.0,67045.24,67001.0,1200835.1326327,8964453.0147,494509.2368945,3932614.2905,1818,3167,699,1519,195173.9840809538,-6.993e-05
13,2024-07-21 01:05:00.000000 +00:00,67045.25,67001.0,67104.0,67067.7,67041.07,67000.0,67090.0,67045.2,1360262.5663947,11417174.5324,983937.8372043,7354326.3403,2125,3231,1394,1856,195126.24595766037,-7.03e-05
14,2024-07-21 01:10:00.000000 +00:00,67090.0,67045.2,67104.0,67067.9,67084.51,67045.0,67103.99,67064.2,1331008.8669315,7657052.012999999,1085527.1576567,3926077.8106,1524,2033,988,1038,195172.15486745,-7.069e-05
15,2024-07-21 01:15:00.000000 +00:00,67103.99,67064.3,67142.85,67104.7,67103.99,67064.2,67123.01,67083.1,1439918.9165986,15399137.6644,1072256.4108484,10024518.6444,1726,3049,997,1805,195162.44094299985,-7.064e-05
16,2024-07-21 01:20:00.000000 +00:00,67123.01,67083.0,67274.69,67246.2,67123.0,67080.0,67217.5,67177.9,2672720.4158792,44538125.0073,1597321.3617341,29888856.0292,3623,8386,2439,5055,195001.15727976157,-7.045e-05
17,2024-07-21 01:25:00.000000 +00:00,67217.5,67177.8,67224.0,67189.6,67169.99,67128.7,67186.0,67153.3,1227245.9249367,9850019.5748,636828.0869543,2802849.5634000003,1922,3279,854,1112,195094.11122107977,-7.005e-05
18,2024-07-21 01:30:00.000000 +00:00,67186.0,67153.3,67217.94,67185.1,67185.99,67146.0,67200.02,67161.6,1369641.450542,9159671.6182,971825.7350369,4733702.9368,2538,3394,1305,1582,195073.69682174252,-6.96e-05
19,2024-07-21 01:35:00.000000 +00:00,67200.01,67160.4,67217.74,67188.2,67200.01,67160.3,67211.28,67177.5,1798727.6183277,6174127.6775,816728.3835484,2909541.6006,2633,2454,1582,1109,195047.55516027883,-6.832e-05
20,2024-07-21 01:40:00.000000 +00:00,67211.29,67177.4,67295.49,67268.0,67211.28,67177.4,67288.38,67253.3,2218174.7513139,34199099.2631,1672357.7453635,24037905.4521,2938,6401,1768,3845,195091.58979990348,-6.682e-05
21,2024-07-21 01:45:00.000000 +00:00,67288.38,67253.2,67436.22,67400.0,67252.04,67206.7,67376.0,67333.0,5274751.2568682,88379511.9784,3651135.2692384,57767287.0384,5574,12310,3821,7819,194999.0366772272,-6.527e-05
22,2024-07-21 01:50:00.000000 +00:00,67375.99,67333.0,67390.0,67359.4,67341.99,67300.8,67343.12,67309.9,3034663.7625675,30824472.1403,856784.5218005,7404119.6379,2012,5276,675,1871,195220.7871400147,-6.403e-05
23,2024-07-21 01:55:00.000000 +00:00,67343.12,67309.8,67343.12,67309.9,67276.32,67240.8,67276.33,67242.1,1853014.7726266,16516049.9258,115641.1871744,3286054.1552,1158,3527,272,904,195234.96288797367,-6.282e-05
24,2024-07-21 02:00:00.000000 +00:00,67276.32,67242.2,67309.19,67279.3,67270.54,67232.9,67295.88,67262.4,2513258.02408,11529660.8244,1536573.9063346,7038434.2857,1854,3101,1160,1659,195189.38505935256,-6.1e-05
25,2024-07-21 02:05:00.000000 +00:00,67295.71,67262.4,67326.0,67302.4,67284.0,67246.0,67290.02,67258.0,2552086.1278734,13759280.332,838970.1328021,6289374.2782,2174,3174,1397,1454,195197.62110972492,-5.967e-05
26,2024-07-21 02:10:00.000000 +00:00,67290.02,67258.1,67290.02,67263.4,67270.0,67226.4,67270.0,67235.2,1261373.082716,13160986.0512,668348.8377319,2801940.2623,3721,2362,3032,788,195211.24216626637,-5.829e-05
27,2024-07-21 02:15:00.000000 +00:00,67270.01,67235.2,67330.0,67302.4,67270.0,67235.2,67320.0,67281.0,1675725.1463638,10753064.649,1135146.1087754,6081505.582,2061,3239,1401,1850,195185.1254596682,-5.791e-05
28,2024-07-21 02:20:00.000000 +00:00,67320.0,67280.9,67360.0,67330.0,67310.0,67268.7,67332.01,67300.5,1391295.748933,12198783.4054,783811.8793162,7315830.677399999,1485,3169,848,1763,195214.3318270784,-5.652e-05
29,2024-07-21 02:25:00.000000 +00:00,67332.0,67300.6,67332.01,67300.6,67300.38,67260.5,67319.99,67280.0,1177720.6720195,9429997.5095,548998.7816199,4247073.3523,1243,2668,583,1008,195272.76126863665,-5.578e-05
30,2024-07-21 02:30:00.000000 +00:00,67320.0,67280.0,67320.0,67282.0,67284.0,67241.6,67286.98,67261.3,1192046.9998247,8549411.5715,421239.1447186,3380898.7637,1474,2537,593,1066,195274.69105171633,-5.56e-05
31,2024-07-21 02:35:00.000000 +00:00,67286.98,67261.4,67356.38,67327.6,67286.97,67254.3,67348.01,67307.3,2033186.2068439,15486656.8527,1238262.5329669,9022290.5175,1882,4153,1215,2481,195243.59326931252,-5.423e-05
32,2024-07-21 02:40:00.000000 +00:00,67348.01,67307.3,67389.99,67357.9,67348.0,67307.3,67389.98,67357.9,2736096.2132193,13962410.2502,2269237.5822169,8868178.6858,1587,3543,940,2218,195287.9513207705,-5.301e-05
33,2024-07-21 02:45:00.000000 +00:00,67389.99,67357.9,67396.73,67360.0,67301.0,67250.0,67318.01,67277.5,2988330.6726819,21466420.5589,1788523.8919613,5844700.2284,2743,4312,1082,1565,195405.73238589315,-5.293e-05
34,2024-07-21 02:50:00.000000 +00:00,67318.01,67277.6,67323.16,67287.1,67306.0,67260.9,67323.16,67281.2,1920807.1739668,5214459.4793,1386071.2284775,1797736.851,1586,2024,846,970,195447.1074221797,-5.284e-05
35,2024-07-21 02:55:00.000000 +00:00,67323.15,67281.1,67323.16,67281.2,67287.0,67242.8,67287.01,67242.8,1690295.9989752,7801312.1192,614660.2779503999,1623900.2147,1624,2189,417,661,195470.1489312199,-5.313e-05
36,2024-07-21 03:00:00.000000 +00:00,67287.01,67242.9,67315.0,67291.2,67213.0,67164.9,67301.3,67270.9,2053996.8174663,31734510.7704,772395.0380546,12475746.2725,2430,5640,1128,2684,195422.0276493155,-5.268e-05
37,2024-07-21 03:05:00.000000 +00:00,67301.29,67271.0,67357.26,67330.8,67301.29,67270.0,67334.51,67301.4,1349387.2891787,13047477.7027,911144.5143984,7702578.7242,1575,3214,745,1969,195485.24770392748,-5.05e-05
38,2024-07-21 03:10:00.000000 +00:00,67334.51,67301.5,67334.51,67303.0,67320.0,67283.1,67322.01,67288.3,422551.4922969,5851409.8777,161223.3474425,3307658.8673,1057,1711,395,847,195456.5429355659,-4.823e-05
39,2024-07-21 03:15:00.000000 +00:00,67322.0,67288.3,67366.74,67339.0,67322.0,67288.3,67358.04,67328.6,856861.5992192,12090874.1114,690656.4762581,5015129.6959,1369,2644,824,1472,195442.11102812336,-4.529e-05
40,2024-07-21 03:20:00.000000 +00:00,67358.05,67328.5,67375.0,67346.1,67304.05,67260.4,67304.05,67266.5,1780640.8290142,14098774.6294,699042.3974766,6373532.226600001,1853,2988,565,1116,195449.43419940464,-4.404e-05
41,2024-07-21 03:25:00.000000 +00:00,67304.05,67266.4,67304.06,67268.0,67236.0,67198.6,67244.0,67209.0,1670015.991745,21508452.0573,336125.0392835,10468818.8571,1690,4372,489,1820,195492.8264968889,-4.474e-05
42,2024-07-21 03:30:00.000000 +00:00,67244.0,67209.0,67270.83,67240.3,67212.0,67174.9,67222.66,67186.8,1407824.5851509,14405102.293,550840.5986464,7153513.9994,2348,4113,893,2057,195458.62314444108,-4.421e-05
43,2024-07-21 03:35:00.000000 +00:00,67222.65,67186.8,67262.0,67233.9,67201.0,67164.5,67246.0,67210.1,1785038.5394227,14260178.0192,1009017.8280654,7914589.3426,2132,3582,930,1826,195450.62159583348,-4.373e-05
44,2024-07-21 03:40:00.000000 +00:00,67245.99,67210.0,67245.99,67213.6,67218.0,67180.9,67238.0,67209.9,807084.5061129,7181282.912599999,244462.171795,3851962.2691,1354,2534,674,1176,195478.39241530173,-4.262e-05
45,2024-07-21 03:45:00.000000 +00:00,67238.0,67209.8,67238.0,67209.9,67202.0,67170.0,67203.99,67177.0,748109.1751237,7160164.7257,178834.0740739,3270833.2913,1261,2218,354,950,195501.83139726703,-4.108e-05
46,2024-07-21 03:50:00.000000 +00:00,67204.0,67177.0,67214.68,67191.9,67173.24,67140.0,67181.99,67155.3,1304463.134854,15813376.7881,321479.1342929,6048975.744,1806,3752,508,1387,195533.59530698624,-4.008e-05
47,2024-07-21 03:55:00.000000 +00:00,67182.0,67155.3,67187.98,67160.6,67147.45,67112.3,67171.33,67145.8,1503674.9240557,20657211.1184,606450.5040503,7602579.908600001,1994,3843,666,1502,195547.12787160388,-3.834e-05
48,2024-07-21 04:00:00.000000 +00:00,67171.33,67145.8,67188.02,67163.8,67158.79,67124.1,67188.01,67157.9,1524021.6378561,14939587.4423,402983.3811734,6623843.9675,1898,3391,831,1693,195558.1876396657,-3.596e-05
49,2024-07-21 04:05:00.000000 +00:00,67188.01,67157.9,67220.52,67194.3,67174.03,67139.7,67174.03,67145.6,1454650.3613283,10538599.1614,768165.5818898,6587754.2548,1549,3057,513,1622,195660.1680792941,-3.38e-05
50,2024-07-21 04:10:00.000000 +00:00,67174.04,67145.5,67174.04,67145.6,67148.32,67111.0,67150.0,67122.8,1151759.9624722,11416962.2813,476188.1714148,6085714.6052,1650,2805,582,1091,195678.84454847855,-3.293e-05
51,2024-07-21 04:15:00.000000 +00:00,67150.01,67122.9,67191.94,67166.4,67150.0,67115.0,67189.66,67153.9,1321040.3100839,10580037.3612,867078.0628574999,5265536.2516,1740,2572,1021,1278,195713.42090024843,-3.15e-05
52,2024-07-21 04:20:00.000000 +00:00,67189.65,67153.8,67195.0,67166.3,67155.97,67120.9,67155.98,67120.9,2511375.3259616,10638524.6419,778699.9015622,5411931.6953,1492,2641,525,1207,195744.33314657529,-2.964e-05
53,2024-07-21 04:25:00.000000 +00:00,67155.97,67120.9,67155.97,67121.0,67127.52,67100.0,67136.0,67110.6,3584654.2166882,12360721.7743,647817.4530462,6433903.3022,2174,3084,1180,1518,195724.6114416477,-2.84e-05
54,2024-07-21 04:30:00.000000 +00:00,67135.99,67110.5,67136.0,67110.6,67031.06,67000.0,67066.99,67042.4,4330654.0271581,50123173.9844,1249003.9852803,10259852.8771,3849,7736,1512,2207,195727.77525177997,-2.71e-05
55,2024-07-21 04:35:00.000000 +00:00,67066.98,67042.4,67066.99,67045.1,67039.62,67007.2,67055.99,67028.9,1160027.0374924,15271517.1352,458435.772381,6415448.4891,2099,3726,819,1703,195738.33047736724,-2.647e-05
56,2024-07-21 04:40:00.000000 +00:00,67055.98,67029.0,67131.52,67106.2,67055.98,67028.9,67079.89,67055.8,2171869.2309107,15000512.1742,1092577.5965004,9423416.0998,2180,4174,1179,2605,195750.13072726017,-2.446e-05
57,2024-07-21 04:45:00.000000 +00:00,67079.89,67055.8,67097.47,67072.0,67079.88,67053.7,67088.01,67056.5,618029.2262576,7214734.9797,295770.7651165,3994353.8975,1237,1989,623,1133,195764.89622910303,-2.257e-05
58,2024-07-21 04:50:00.000000 +00:00,67088.0,67056.4,67088.01,67056.5,67038.4,67000.4,67038.41,67001.7,2112975.8425139003,15793327.8538,478492.3593993,4113056.2553,1590,3522,428,1127,195819.401051768,-2.181e-05
59,2024-07-21 04:55:00.000000 +00:00,67038.4,67001.6,67054.95,67028.9,67001.0,66961.5,67040.01,67010.5,3385238.2348183,25300979.023,1182149.3351397,11727409.6819,2620,6104,1153,2630,195928.5915497142,-2.112e-05
60,2024-07-21 05:00:00.000000 +00:00,67040.0,67010.5,67067.32,67040.0,66948.9,66912.4,66950.1,66917.2,4704297.8308023,41316953.8655,1487426.2644399,13514443.7429,4629,8005,1352,3045,195931.44448640195,-2.055e-05
61,2024-07-21 05:05:00.000000 +00:00,66950.1,66917.2,66966.0,66937.5,66890.0,66855.1,66904.63,66873.3,3174547.1013664,50902554.9197,989606.5582341,18780998.8474,4112,9160,1268,3590,196092.11213025823,-1.99e-05
62,2024-07-21 05:10:00.000000 +00:00,66904.63,66873.3,67027.55,67000.0,66894.55,66860.0,66973.01,66941.9,3099204.6920785,34852006.6278,1825484.5050612,19835195.3974,3372,6967,1950,4188,196295.1727746386,-1.81e-05
63,2024-07-21 05:15:00.000000 +00:00,66973.01,66942.0,67071.56,67046.3,66969.01,66929.4,67066.0,67035.6,2000854.3471942,30164901.6319,1138018.1660715,20686588.8134,2511,5704,1559,3753,196173.53389271695,-1.621e-05
64,2024-07-21 05:20:00.000000 +00:00,67065.99,67035.5,67090.0,67066.3,67035.45,67000.0,67064.0,67035.1,1499218.3233915,16226337.4438,675604.9868608,9415451.8139,2260,3863,1021,2122,196139.26055775868,-1.512e-05
65,2024-07-21 05:25:00.000000 +00:00,67064.0,67035.1,67064.01,67035.1,67009.75,66974.8,67036.0,67007.4,1567078.592713,12968769.6369,579783.499467,4780397.4654,1718,3607,715,1584,196255.06480789036,-1.473e-05
66,2024-07-21 05:30:00.000000 +00:00,67036.0,67007.5,67100.0,67071.1,67036.0,67007.5,67072.0,67045.6,1145155.5969571,19918744.6678,563435.0810515,14000729.5597,2119,3302,1229,2047,196170.37161233264,-1.317e-05
67,2024-07-21 05:35:00.000000 +00:00,67072.0,67045.5,67098.0,67073.2,67057.79,67022.0,67075.0,67050.5,1162504.6419022,11345624.7906,645712.7411137,6297613.1095,1969,2968,1108,1554,196223.99996221732,-1.203e-05
68,2024-07-21 05:40:00.000000 +00:00,67074.99,67050.4,67075.0,67050.5,67058.54,67024.4,67064.01,67033.9,620669.0958792,6003759.3655,244136.4363738,2494209.1522,1364,2292,620,941,196231.13967010097,-1.082e-05
69,2024-07-21 05:45:00.000000 +00:00,67064.01,67033.9,67086.0,67058.4,67060.0,67025.1,67060.0,67025.1,1188089.7713087,6949769.1598,568079.7735500999,3337632.3693,1516,2341,697,1043,196229.0732275521,-1.037e-05
70,2024-07-21 05:50:00.000000 +00:00,67060.0,67025.1,67076.0,67049.5,67018.81,66990.0,67075.99,67046.9,1937085.5289382,11103093.7684,1285720.5825441,4061063.1144,2131,2873,1245,1427,196188.9199656828,-9.99e-06
71,2024-07-21 05:55:00.000000 +00:00,67076.0,67046.9,67077.38,67046.9,67039.61,66995.4,67046.0,67015.4,1649324.648195,13580988.7101,745139.6872328,2843915.9607,1446,2749,699,907,196290.458663766,-9.94e-06
72,2024-07-21 06:00:00.000000 +00:00,67046.0,67015.4,67093.42,67060.0,67035.5,67010.0,67035.51,67010.1,3220310.0698712,6519369.2809,622268.1979446,3543684.3009,2338,2354,1112,1140,196303.04974846455,-9.41e-06
73,2024-07-21 06:05:00.000000 +00:00,67035.51,67010.0,67056.0,67032.0,66982.21,66953.0,66982.21,66953.0,3835630.7199484,19756791.7695,931292.8772665,4118265.0199,2616,3741,1000,1205,196410.31539057265,-8.42e-06
74,2024-07-21 06:10:00.000000 +00:00,66982.21,66953.0,67022.0,67002.0,66922.2,66900.0,67022.0,67001.5,4070957.9263378,28408060.6807,1927432.3760026,10824543.7627,3301,5536,2219,2913,196431.53657981948,-6.94e-06
75,2024-07-21 06:15:00.000000 +00:00,67022.0,67001.5,67022.0,67001.5,66660.0,66610.1,66748.0,66724.5,14543076.3649966,203068939.3978,4924008.7441935,78012706.3085,12527,32179,4713,13317,195518.20044471993,-5.97e-06
76,2024-07-21 06:20:00.000000 +00:00,66747.99,66724.5,66820.31,66798.1,66708.14,66672.8,66772.11,66742.9,5876157.0853139,50227204.5741,4342217.9671462,27975679.9016,4307,9861,2726,5486,195375.54283758727,-3.86e-06
77,2024-07-21 06:25:00.000000 +00:00,66772.1,66742.8,66819.98,66795.2,66718.0,66678.6,66799.99,66777.5,2280148.6840816,21091999.5909,942971.95095,10393977.9734,3020,5587,2063,3007,195448.0782949883,-1.7e-06
78,2024-07-21 06:30:00.000000 +00:00,66800.0,66777.5,66806.99,66781.0,66695.85,66663.4,66709.76,66672.8,5044566.6527137,36881928.9124,2621007.2762369,14865956.604,3957,8493,1788,3691,195476.07001935891,-5.9e-07
79,2024-07-21 06:35:00.000000 +00:00,66709.75,66672.8,66712.48,66696.2,66611.09,66574.2,66712.48,66691.3,4780697.6832709,59805375.7778,2193607.6489108,26796244.9579,4543,11157,1925,5280,195470.74157009204,3.1e-07
80,2024-07-21 06:40:00.000000 +00:00,66712.48,66691.3,66787.46,66769.9,66712.48,66685.8,66787.19,66760.0,2038625.3872724,36847272.4832,1318589.0671053,21750781.0918,2755,6531,1637,4232,195346.5796957467,2.53e-06
81,2024-07-21 06:45:00.000000 +00:00,66787.18,66760.0,66787.19,66760.0,66700.0,66672.0,66706.0,66672.1,1654722.544404,20174481.182,631060.5723784,7642303.9251,3213,4728,1029,1799,195425.9256906896,4.45e-06
82,2024-07-21 06:50:00.000000 +00:00,66706.0,66672.2,66750.0,66727.7,66697.21,66668.6,66734.02,66710.6,1672138.7537501,17968257.523000002,901459.2518382,10108197.0843,1982,3978,1189,2172,195528.27452774515,6.4e-06
83,2024-07-21 06:55:00.000000 +00:00,66734.02,66710.6,66734.02,66710.7,66702.0,66672.9,66721.99,66690.0,1176484.3979842,14175271.5424,546609.7761181,5467748.1174,2092,3571,944,1671,195498.32566022288,7.46e-06
84,2024-07-21 07:00:00.000000 +00:00,66721.99,66690.0,66746.59,66724.6,66592.1,66560.0,66745.99,66713.4,7221694.6135648,49512453.0283,2941967.6626632,25465288.3594,6963,11305,3326,5716,195288.2850825225,8.51e-06
85,2024-07-21 07:05:00.000000 +00:00,66745.99,66713.3,66769.38,66745.5,66683.34,66653.8,66725.62,66688.6,1873990.538881,20974456.2687,782754.0406812,11846629.2872,2736,5283,1457,2716,195444.65429350128,1.1e-05
86,2024-07-21 07:10:00.000000 +00:00,66725.61,66688.5,66755.45,66729.6,66710.0,66676.5,66755.44,66723.0,1420884.3741136,13794718.9256,621042.3525656,7797412.7841,2747,3985,1499,2295,195462.84474030332,1.224e-05
87,2024-07-21 07:15:00.000000 +00:00,66755.45,66723.0,66820.0,66796.9,66755.44,66717.4,66802.0,66768.5,2468109.8496069,30735482.6299,1435353.2556084,18306364.6428,3012,5970,1925,3681,195351.89055518157,1.442e-05
88,2024-07-21 07:20:00.000000 +00:00,66802.0,66768.4,66808.01,66781.0,66647.65,66619.5,66692.0,66658.4,5364312.886486799,30201970.458,2367645.6058198,13299806.326,3964,7142,1870,3016,195414.89562447008,1.42e-05
89,2024-07-21 07:25:00.000000 +00:00,66692.0,66658.3,66692.01,66666.9,66652.49,66619.4,66668.01,66637.3,1210605.4690499,14608809.1445,544562.0074825999,7320760.3045,1691,3610,822,1702,195429.81359538288,1.482e-05
90,2024-07-21 07:30:00.000000 +00:00,66668.01,66637.2,66699.89,66678.2,66654.0,66619.2,66692.78,66671.3,2805437.7532766,18479366.2506,1574879.3005306,10852243.4207,2924,4449,1717,2373,195354.803470494,1.601e-05
91,2024-07-21 07:35:00.000000 +00:00,66692.79,66671.3,66711.92,66691.9,66686.0,66652.3,66711.92,66691.9,1399336.2004577,13791099.2531,805132.4834687,9181258.7762,1926,3336,1129,1882,195334.68660161344,1.758e-05
92,2024-07-21 07:40:00.000000 +00:00,66711.92,66691.9,66743.73,66720.0,66706.0,66671.1,66706.0,66675.4,1645759.8547825,20323598.4645,757325.9916181,10379151.4828,1688,3887,927,2005,195240.27287844956,1.989e-05
93,2024-07-21 07:45:00.000000 +00:00,66706.0,66675.4,66751.14,66727.0,66694.0,66661.1,66751.13,66717.4,2205886.2499862,15247057.9501,1487653.1712138,9285713.5932,2190,3588,1131,2331,195164.96214593688,2.215e-05
94,2024-07-21 07:50:00.000000 +00:00,66751.14,66717.4,66751.15,66723.8,66738.0,66700.0,66740.64,66713.4,1301632.515501,12743180.4649,633451.9619687999,5919874.7088,1136,3030,537,1442,195142.70262926395,2.368e-05
